closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.32747870413442365; 0.027400609190032763, 0.3210968086528373; 0.018047300237705545, 0.2827158710699707; 0.020431660259764513, 0.22917473108066333; 0.015084229929379592, 0.14333951734320174; 0.006988372569271378, 0.058120354481886086; 0.0023816055052288034, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.0007318183315219182; 6.992760742355893e-05, 0.001257095807397161; 9.020769799843176e-05, 0.0014632875539307708; 7.781922758774204e-05, 0.0013250930408721143; 5.537428457615986e-05, 0.0008220992655534697; 2.977918159421695e-05, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
4.304769824468693e-14; 4.5050796791206365e-15, 1.5037167003717237e-11; 1.320515940732047e-12, 2.683773187638004e-09; 1.839447140016549e-10, 3.2974777506327873e-07; 1.63684640193038e-08, 3.058717972928094e-05; 1.1886507370912425e-06, 0.002279340582175436; 4.948594302154617e-05, 0.13900564021281472; 0.00045334370297322123, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.03237616239022957; 0.0002778157651406372, 0.04661260700825467; 0.0005174060095733432, 0.05317390374832044; 0.0005343442219080931, 0.056594234804606465; 0.0006101156735838924, 0.058523525182078096; 0.0006472774756186733, 0.059739502276388565; 0.0008070860762599392, 0.05995796990454065; 0.0007118167178215893, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.01260057306590258; 0.00042339294091567196, 0.025313467048710597; 0.0005162735418013616, 0.025618338108882522; 0.0004066684966653802, 0.025836103151862463; 0.00041536170830320786, 0.026001146131805156; 0.000598961068536718, 0.025953008595988532; 0.0004841833776975004, 0.012882521489971344; 0.0003088181910672208, 
 
