closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.8478711800208437; 0.061011439277143885, 0.76544094084802; 0.05149167304093276, 0.6582913331391214; 0.05465338646408539, 0.4781875098488105; 0.05468615610589325, 0.28252948476316403; 0.0471663400295508, 0.11921205731203915; 0.02914091886238261, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.00385741901325923; 0.00046361046933770904, 0.006568738222894202; 0.0009710454537071417, 0.0070041995418192475; 0.0006766879939134497, 0.005860622676486365; 0.0005285246306578514, 0.003514329374087212; 0.0007611417825330922, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
2.262740659161994e-14; 8.513752814723888e-15, 8.154000181838453e-12; 2.4247853279206046e-12, 1.7984694681290817e-09; 3.8577979548570164e-10, 2.7103215668178915e-07; 3.8333358243826386e-08, 3.0389125562295716e-05; 2.6450796868089212e-06, 0.002775641690811083; 0.00022301581832940916, 0.23069820416169382; 0.03782368928796969, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.04956136310836309; 0.002165854687459845, 0.06789857663963206; 0.0025517554127847107, 0.07807037799827521; 0.002682833130291116, 0.08440143642911291; 0.0027216361076925584, 0.08744736826199975; 0.0029269817462078793, 0.08993062552126871; 0.003694669054967955, 0.09344485742956783; 0.004403137248002839, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.02810218681355952; 0.004281406274622747, 0.05291024441740302; 0.006263677960099621, 0.059025397978859834; 0.006268961544846396, 0.05962516772821167; 0.003889105636550713, 0.05809405809773563; 0.003819779941058703, 0.056695189025530085; 0.006124637519075484, 0.031917693535939345; 0.002593657205901211, 
 
