closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.3330660072821951; 0.030193706341565825, 0.3309895924363097; 0.028079157436251657, 0.3065701895827585; 0.024005740478213283, 0.24504924810909562; 0.01537180567329156, 0.15308938157999324; 0.009772638355889625, 0.06409260892270242; 0.002543761346760545, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.0007341962256694003; 7.139382359868681e-05, 0.0012628528142805385; 9.305839878358771e-05, 0.0014961696802028785; 0.00010864779845738616, 0.0013610249316602441; 9.382847533497664e-05, 0.0008410499621249546; 5.233582353675529e-05, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
3.45004639237425e-14; 2.5194589424325223e-15, 1.2952097387760217e-11; 8.915784225362722e-13, 2.442163210206631e-09; 1.3611153141223158e-10, 3.0736831257698476e-07; 1.1537787986861294e-08, 2.8980875047623462e-05; 6.821458661184324e-07, 0.0022140658769043507; 2.5433708906691536e-05, 0.14041802731814917; 0.00025001052279914073, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.03082375460083772; 0.0002719012560544853, 0.04553013952714538; 0.0005765567586968651, 0.05290673810742927; 0.00061872055510683, 0.05658939774251981; 0.0006016138471148793, 0.058853465810036046; 0.0009063017201943702, 0.06039710818444806; 0.0005835822029648051, 0.061164132452309554; 0.0008683197477514841, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.013671060171919774; 0.0004084733999523708, 0.02757593123209169; 0.0006034359464109195, 0.027823495702005728; 0.000539076853358725, 0.027990830945558744; 0.0005494455939121295, 0.028231518624641835; 0.000430030119559331, 0.0284080229226361; 0.0005713487166334752, 0.014248710601719197; 0.0003325283723697615, 
 
