closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.8580307297980988; 0.03500287870537437, 0.8028024880888596; 0.03775549335330138, 0.7161956289498629; 0.050137457940885186, 0.5904543791206144; 0.05918662478170292, 0.39971466276083745; 0.051756699749742015, 0.1788237778314366; 0.02860654116048343, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.0036775015410890487; 0.0005508682884981949, 0.006038458135386195; 0.0006594448327129518, 0.0072873967570204435; 0.0008601786189086706, 0.007038574920516233; 0.0008617069296283383, 0.004680888152723666; 0.0006894490722309403, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
2.852820181761406e-14; 8.712463988733072e-15, 9.679844190125043e-12; 2.4647322552357255e-12, 1.986824689111319e-09; 3.798312691068686e-10, 2.729070197066659e-07; 3.731699634716677e-08, 2.859360318674914e-05; 2.1068311588197988e-06, 0.0024225691678451417; 0.00012469402452280518, 0.17659059433652544; 0.017194933007214117, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.044592314102119654; 0.0021038710444969628, 0.062173398826906826; 0.0025245255344954177, 0.07286804475524575; 0.0027825332802049966, 0.0793819982430081; 0.0029521254556066014, 0.08311444705734322; 0.00273850382314963, 0.08589622653414913; 0.0029439402719137015, 0.08858020682997546; 0.003542516913052009, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.02782570817910681; 0.0044532696021761286, 0.053479841959362825; 0.0037358114115392796, 0.05631921889032399; 0.003717151840713379, 0.057799375553769614; 0.004896520150974758, 0.06013203409974936; 0.004567842111033491, 0.06957896932944627; 0.006547937540876209, 0.030730617116440075; 0.002105463035434286, 
 
