closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.35308263477139684; 0.4318066951566213, 0.3355002603920938; 0.3965436738565245, 0.3107037029418017; 0.3485366974818474, 0.2358734730125769; 0.28347828472507014, 0.15152895179389703; 0.1927521640846831, 0.06398335435898499; 0.08720809223719447, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.000773303033297105; 0.0012052916137728965, 0.0012958469189474032; 0.0018940461618765694, 0.0015148634851628623; 0.0022798088934127382, 0.0013487797648453709; 0.0019849463273809423, 0.0008269538583143957; 0.0011963439666698385, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
2.8836302567005864e-14; 2.524354896707238e-30, 1.1310127755268333e-11; 5.368459203613555e-13, 2.212347348978391e-09; 1.152058662249435e-10, 2.86994283722217e-07; 1.5698071318206117e-08, 2.8022011866703577e-05; 1.4462378816412966e-06, 0.002182158671976797; 0.00011680281504737529, 0.14118693332821164; 0.007617299917903933, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.029971948997252543; 2.359223927328458e-18, 0.04524515596490299; 0.0023418335710405896, 0.0529184384904626; 0.0034721286183520706, 0.057223339509253464; 0.004099313859829539, 0.059372251459870205; 0.004732624574570933, 0.06053640034736862; 0.0044721190183726455, 0.06072874288256021; 0.004590890702639477, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.014601719197707735; 0.021878340980967696, 0.02920573065902578; 0.020605430232875706, 0.029402865329512893; 0.019840475301387377, 0.029439541547277934; 0.021046600893785173, 0.02937077363896848; 0.02049995110047311, 0.029340974212034382; 0.020923576966083567, 0.014610888252148995; 0.002137698787294777, 
 
