closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.35308263477139684; 0.02329003381153404, 0.3355002603920938; 0.027666585569876563, 0.3107037029418017; 0.02645011653697633, 0.2358734730125769; 0.017618684841085842, 0.15152895179389703; 0.0080643087878795, 0.06398335435898499; 0.0028802494167531416, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.000773303033297105; 5.455719578783957e-05, 0.0012958469189474032; 8.955990892834104e-05, 0.0015148634851628623; 9.34927849851309e-05, 0.0013487797648453709; 7.588258747019034e-05, 0.0008269538583143957; 4.1984245608699546e-05, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
2.8836302567005864e-14; 9.097361764558802e-16, 1.1310127755268333e-11; 3.1368817822837254e-13, 2.212347348978391e-09; 5.2297864292872044e-11, 2.86994283722217e-07; 5.110458728640811e-09, 2.8022011866703577e-05; 2.617829225997408e-07, 0.002182158671976797; 1.2906723182910472e-05, 0.14118693332821164; 0.00010715225672314435, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.029971948997252543; 0.0001642193767424681, 0.04524515596490299; 0.0004422430619353024, 0.0529184384904626; 0.0008299114435579088, 0.057223339509253464; 0.0007614216714664935, 0.059372251459870205; 0.0005001877207255948, 0.06053640034736862; 0.0007698334119581254, 0.06072874288256021; 0.0008839693812373505, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.014601719197707735; 0.0004052187857802565, 0.02920573065902578; 0.0005251935617198136, 0.029402865329512893; 0.00046863197810615434, 0.029439541547277934; 0.0004901693663094892, 0.02937077363896848; 0.000470645876417705, 0.029340974212034382; 0.0006016919082364093, 0.014610888252148995; 0.0003844174598556149, 
 
