closeness 
 0, 1, 2, 3, 4, 5, 6, 
0.8475552980103774; 0.1313890689591136, 0.8109465046473378; 0.13763967324991838, 0.7376176871462253; 0.14518510736491316, 0.6321769943633825; 0.1923258602649973, 0.45218956591373305; 0.21640056973602725, 0.22124389449077964; 0.1308911117193591, 0.0; 0.0, 
 
betweenness 
 0, 1, 2, 3, 4, 5, 6, 
0.0; 0.0, 0.003954074691845263; 0.002953452769894265, 0.006339256842306207; 0.004469976074750348, 0.008078554127505076; 0.005802597735368998, 0.007633854185995864; 0.005659231159405289, 0.005614740338232369; 0.003832266415128296, 0.0; 0.0, 
 
eigenvector 
 0, 1, 2, 3, 4, 5, 6, 
3.8304872211920684e-14; 4.67005655890839e-30, 1.2294850584303383e-11; 1.9298297275321726e-12, 2.3625693910262917e-09; 3.2451900782230287e-10, 3.0736373597936736e-07; 3.391814350148755e-08, 3.02421326810054e-05; 2.9963015805851844e-06, 0.0024217894426021734; 0.00019022306898295715, 0.16851328019055803; 0.008860903663965396, 
 
katz 
 0, 1, 2, 3, 4, 5, 6, 
0.043437745181478575; 4.440892098500626e-18, 0.06157504931853089; 0.003604395579201281, 0.07254001447057022; 0.004973134102816256, 0.07923472269738156; 0.005809527834886679, 0.08266341405690143; 0.006744471002915716, 0.08479939579032283; 0.006338431872593655, 0.08682893853671471; 0.0062585042577928025, 
 
degree 
 0, 1, 2, 3, 4, 5, 6, 
0.02662386162239265; 0.019466767551712158, 0.05523411737619592; 0.021044171431733715, 0.05614381072202839; 0.019346796312199977, 0.059019457842351526; 0.02042189867186239, 0.05928663535064451; 0.0208124126551806, 0.07985088667680525; 0.03363510006517759, 0.03026547075185173; 0.004283172832538734, 
 
